vaca_id;edad_meses;color;cachona;peso_kg;condicion_corporal;estado_salud;edad_primer_parto_meses;num_partos;intervalo_partos_meses;meses_desde_ultimo_parto;perdida_cria;produccion_leche_lt_dia;candidata_descarte;clasificacion_reproductiva
S00540;106.3;blanco;0;496.1;4.2;sana;33.8;5;13.3;6.1;0;8.7;0;Buena
S00541;96.6;cafe;1;392.0;2.3;nuche;28.4;5;16.6;3.6;0;5.7;0;Regular
S00542;189.3;amarillo;1;473.3;2.8;sana;29.2;12;16.2;12.1;1;6.5;1;Mala
S00543;97.1;amarillo;1;452.5;2.7;nuche;29.2;5;16.4;15.6;0;6.9;0;Regular
S00544;62.3;amarillo;1;446.3;2.9;sana;32.6;2;12.4;4.4;0;7.9;0;Buena
S00545;69.3;blanco;0;461.9;3.4;sana;34.3;2;12.0;0.1;0;8.0;0;Excelente
S00546;93.7;rojo;1;466.7;3.2;sana;39.8;4;12.7;10.1;0;7.7;0;Buena
S00547;100.0;amarillo;0;473.2;3.3;sana;27.0;6;13.1;4.7;0;8.6;0;Buena
S00548;95.9;negro;1;432.7;3.4;sana;34.4;4;16.0;1.6;1;6.8;0;Regular
S00549;62.4;atigrado;0;407.7;2.3;enferma;35.1;2;14.4;12.7;0;6.7;1;Regular
S00550;87.6;blanco;0;458.4;3.4;sana;34.2;5;13.1;11.7;0;9.1;0;Buena
S00551;131.4;amarillo;0;466.8;2.9;sana;26.4;9;16.8;5.5;1;7.7;0;Regular
S00552;116.2;atigrado;0;484.5;3.8;sana;24.4;7;13.1;8.7;0;9.4;0;Buena
S00553;129.6;rojo;0;459.1;3.3;sana;24.1;8;16.4;1.5;1;5.6;0;Mala
S00554;72.4;amarillo;0;463.9;3.7;sana;35.5;3;12.4;7.9;0;9.5;0;Buena
S00555;185.8;rojo;1;496.1;2.2;sana;32.1;11;15.6;6.7;0;5.9;1;Mala
S00556;118.7;negro;1;477.3;3.4;sana;28.9;7;12.2;2.4;0;8.1;0;Buena
S00557;148.5;rojo;0;515.0;4.4;sana;30.3;9;12.8;11.3;0;9.0;0;Buena
S00558;61.0;blanco;0;441.5;3.1;sana;36.0;1;12.0;4.6;0;8.1;0;Buena
S00559;177.9;rojo;0;486.7;3.1;sana;34.7;12;14.6;8.4;0;6.7;1;Regular
S00560;50.2;blanco;0;435.4;3.3;sana;39.6;1;12.5;8.6;0;8.1;0;Buena
S00561;126.3;blanco;0;430.8;1.9;nuche;37.9;7;16.5;3.5;0;4.4;1;Regular
S00562;61.9;negro;1;440.1;3.3;sana;30.7;2;11.7;1.6;0;9.0;0;Excelente
S00563;123.3;rojo;1;463.8;2.9;sana;36.9;7;14.1;1.5;0;6.6;1;Regular
S00564;55.2;amarillo;1;472.5;4.0;sana;31.8;1;14.7;0.6;1;8.8;0;Regular
S00565;116.1;atigrado;1;461.1;3.1;sana;36.1;6;13.0;3.1;0;8.4;0;Buena
S00566;186.2;pardo;0;512.5;3.1;sana;37.9;11;15.1;8.0;0;6.7;1;Regular
S00567;105.6;blanco;0;488.8;3.3;sana;34.6;6;13.7;12.0;0;7.9;0;Buena
S00568;72.0;negro;0;445.5;3.3;sana;29.6;3;11.0;1.1;0;9.5;0;Excelente
S00569;170.0;jaspeado;0;472.3;1.8;sana;24.5;11;18.4;16.5;1;4.7;1;Mala
S00570;73.5;rojo;0;430.2;2.7;sana;25.7;3;15.9;11.4;1;4.5;1;Mala
S00571;138.5;crema;0;491.2;3.0;sana;36.7;7;12.1;4.2;0;7.3;0;Buena
S00572;136.7;careto;0;501.7;3.6;sana;27.7;9;13.9;2.6;0;8.1;0;Buena
S00573;84.3;rojo;0;483.3;3.7;sana;33.4;4;11.1;10.4;0;9.1;0;Buena
S00574;52.4;amarillo;0;461.9;3.2;sana;37.1;2;11.6;8.7;0;7.1;1;Buena
S00575;85.3;negro;0;473.8;3.7;sana;37.6;3;13.2;0.8;0;8.1;0;Buena
S00576;166.6;crema;1;483.5;2.9;sana;38.8;9;14.6;13.3;0;6.9;1;Regular
S00577;101.1;negro;0;449.7;2.9;sana;25.1;5;14.4;1.4;0;7.8;0;Regular
S00578;44.3;crema;0;441.5;3.3;sana;33.2;1;12.4;2.4;0;7.6;0;Buena
S00579;51.7;careto;0;465.8;3.5;sana;39.7;1;13.1;12.4;0;8.7;0;Buena
S00580;102.8;amarillo;0;486.4;3.3;sana;25.9;5;12.6;9.8;0;8.0;0;Buena
S00581;107.4;pardo;0;488.3;3.5;sana;31.1;6;16.6;9.7;1;7.3;0;Regular
S00582;50.6;blanco;0;425.1;3.0;enferma;35.2;2;16.0;6.5;1;5.7;0;Regular
S00583;156.7;negro;1;490.6;2.9;sana;32.6;9;14.3;1.7;0;6.1;1;Regular
S00584;104.9;rojo;1;476.5;3.3;sana;34.4;6;12.9;3.9;0;8.0;0;Buena
S00585;137.4;rojo;1;473.3;2.9;nuche;38.5;8;16.8;15.3;0;6.2;1;Regular
S00586;141.9;blanco;1;485.0;3.5;sana;26.3;8;14.7;4.1;0;6.7;0;Regular
S00587;76.1;blanco;1;454.3;3.6;sana;39.1;2;13.4;3.6;0;7.7;0;Buena
S00588;122.8;blanco;0;473.1;4.0;sana;37.1;6;11.9;3.2;0;8.5;0;Buena
S00589;86.7;amarillo;0;473.0;3.7;sana;26.3;4;15.0;14.3;0;7.2;0;Regular
S00590;170.8;blanco;0;492.5;3.3;sana;29.6;10;14.5;4.6;0;6.8;0;Regular
S00591;140.4;careto;0;428.6;1.7;nuche;30.4;8;18.2;10.3;1;5.6;1;Mala
S00592;93.0;careto;0;464.2;3.5;sana;31.3;4;12.2;6.4;0;6.9;0;Buena
S00593;133.9;amarillo;0;499.2;3.3;sana;37.5;7;16.5;4.7;1;6.7;1;Regular
S00594;182.1;blanco;0;498.0;3.4;sana;32.0;11;14.2;12.9;0;7.2;0;Buena
S00595;151.4;rojo;0;457.2;2.2;enferma;37.2;8;15.7;10.6;0;5.1;1;Regular
S00596;47.6;pardo;0;430.5;3.1;enferma;30.8;1;16.1;8.7;0;6.1;1;Regular
S00597;81.2;rojo;0;442.0;2.9;sana;27.5;4;11.3;5.2;0;7.2;0;Buena
S00598;130.8;rojo;0;484.1;3.4;sana;38.2;8;14.3;7.4;0;7.5;0;Regular
S00599;60.0;blanco;1;457.3;3.2;sana;28.8;2;12.4;10.4;0;8.5;0;Buena
S00600;91.3;pardo;1;459.8;3.3;sana;24.6;5;13.0;6.2;0;7.7;0;Buena
S00601;120.7;pardo;0;465.8;2.8;sana;36.2;6;15.3;1.7;0;6.8;1;Regular
S00602;113.0;blanco;1;476.6;3.5;sana;29.5;6;12.5;9.5;0;8.6;0;Buena
S00603;74.4;blanco;0;428.9;1.9;enferma;28.0;3;17.0;3.1;1;5.3;0;Regular
S00604;71.3;amarillo;1;421.3;2.6;enferma;38.9;2;15.4;4.7;0;5.6;1;Regular
S00605;109.8;negro;0;492.0;3.4;sana;28.3;7;11.9;0.5;0;9.4;0;Excelente
S00606;108.7;crema;1;463.2;3.4;sana;39.2;5;13.6;11.7;0;9.0;0;Buena
S00607;155.9;negro;0;508.7;3.6;sana;27.4;9;15.3;9.0;0;7.0;1;Regular
S00608;144.5;crema;1;483.3;3.7;sana;29.5;8;14.5;2.8;0;7.4;0;Regular
S00609;167.4;crema;0;479.1;2.7;nuche;31.2;10;17.7;8.9;0;6.1;1;Regular
S00610;55.9;amarillo;0;436.8;2.6;sana;35.1;1;11.6;1.9;0;7.7;0;Excelente
S00611;97.7;rojo;1;457.4;3.0;sana;27.5;5;13.2;6.9;0;8.2;0;Buena
S00612;121.0;rojo;1;475.1;3.3;sana;24.6;8;13.6;8.7;0;9.2;0;Buena
S00613;36.2;rojo;0;459.3;3.0;sana;25.3;1;11.2;3.6;0;8.2;0;Buena
S00614;69.8;atigrado;1;408.5;2.4;enferma;32.6;2;15.2;5.8;0;4.8;0;Regular
S00615;120.8;pardo;1;485.8;3.6;sana;33.3;6;14.0;5.2;0;8.2;0;Buena
S00616;64.5;pardo;1;456.7;3.0;sana;35.7;2;15.4;1.1;1;6.2;0;Mala
S00617;185.4;amarillo;0;504.0;3.2;sana;36.9;11;16.7;10.8;0;7.2;1;Regular
S00618;58.0;blanco;1;425.9;3.3;enferma;39.3;2;13.7;6.6;0;7.2;1;Buena
S00619;87.1;amarillo;1;486.3;3.6;sana;34.0;5;13.0;10.9;0;9.4;1;Buena
S00620;101.8;amarillo;0;490.1;3.2;sana;38.1;4;13.7;1.5;0;8.9;0;Buena
S00621;130.8;amarillo;0;438.7;2.5;nuche;38.3;7;17.4;11.6;1;6.9;1;Regular
S00622;52.0;crema;0;396.8;2.2;nuche;37.0;1;19.5;6.2;1;5.3;1;Mala
S00623;109.7;amarillo;0;442.9;2.9;enferma;28.5;7;15.5;6.6;0;5.6;0;Regular
S00624;87.4;pardo;0;449.3;3.3;sana;30.7;4;11.0;6.4;0;8.4;0;Buena
S00625;151.2;blanco;1;490.7;2.9;sana;39.9;9;16.1;5.6;0;5.8;0;Regular
S00626;81.4;amarillo;0;428.7;2.6;enferma;38.6;4;15.4;10.8;0;6.0;0;Regular
S00627;93.2;blanco;0;460.9;2.9;sana;37.4;4;15.4;12.5;1;6.2;1;Mala
S00628;151.2;blanco;0;492.2;3.6;sana;29.4;9;13.8;0.4;0;7.6;1;Buena
S00629;164.2;blanco;0;446.2;2.8;sana;37.3;9;14.3;13.9;0;6.5;1;Regular
S00630;68.6;blanco;1;453.4;3.0;sana;35.9;2;13.1;8.4;0;7.5;0;Buena
S00631;135.6;rojo;1;472.3;3.2;sana;33.7;7;16.3;12.3;1;6.9;1;Mala
S00632;41.0;rojo;0;473.8;3.9;sana;33.0;1;10.7;8.0;0;7.5;1;Regular
S00633;96.2;rojo;1;457.5;2.8;sana;29.3;5;11.1;5.3;0;5.7;1;Mala
S00634;141.1;amarillo;0;476.8;3.0;enferma;27.7;9;16.9;8.5;0;6.3;1;Regular
S00635;154.4;negro;1;479.6;2.3;sana;34.0;9;16.4;10.0;1;5.2;0;Mala
S00636;51.0;amarillo;0;467.0;3.4;sana;37.9;1;11.0;3.3;0;8.5;0;Buena
S00637;47.0;blanco;0;403.4;2.2;enferma;39.7;1;16.5;8.1;0;6.0;1;Regular
S00638;131.4;blanco;0;482.7;3.3;sana;34.0;7;15.4;0.7;1;7.1;0;Regular
S00639;143.8;negro;1;481.6;3.9;sana;30.0;8;14.3;5.0;0;7.9;0;Regular
S00640;52.8;rojo;1;422.6;2.7;enferma;30.4;1;15.5;3.3;0;5.7;1;Regular
S00641;119.9;cafe;1;478.6;3.4;sana;33.1;6;15.3;15.0;0;7.7;1;Regular
S00642;152.8;negro;1;470.1;2.5;sana;26.3;10;17.0;15.2;1;5.7;1;Mala
S00643;102.0;atigrado;0;430.5;2.5;sana;39.1;4;14.0;12.8;0;6.9;0;Buena
S00644;173.6;rojo;0;498.0;2.5;sana;26.3;11;14.1;0.2;0;5.6;1;Regular
S00645;84.7;pardo;0;475.0;3.0;sana;35.6;3;13.9;8.0;0;8.0;0;Buena
S00646;143.3;careto;0;470.6;3.1;sana;27.4;9;14.5;4.4;0;8.0;1;Regular
S00647;112.9;atigrado;0;483.0;4.1;sana;37.3;5;12.5;4.7;0;8.7;0;Buena
S00648;79.9;blanco;0;492.7;3.5;sana;35.2;3;13.1;1.2;0;8.4;0;Buena
S00649;151.5;blanco;0;496.8;3.0;sana;32.1;9;14.4;7.9;0;7.7;0;Regular
S00650;90.0;pardo;0;421.5;2.3;nuche;34.3;4;16.9;4.5;0;5.2;0;Regular
S00651;176.0;blanco;1;462.5;2.2;nuche;24.5;12;17.1;5.4;0;6.3;1;Regular
S00652;121.6;rojo;0;465.6;3.0;sana;24.8;7;14.2;5.7;0;7.2;1;Regular
S00653;145.3;amarillo;1;478.7;3.0;sana;30.3;8;14.4;1.3;0;6.9;0;Regular
S00654;59.6;blanco;0;416.0;2.5;enferma;33.1;3;15.6;2.9;0;5.5;1;Regular
S00655;165.4;blanco;0;493.8;3.2;sana;28.2;11;16.6;1.8;1;6.9;1;Regular
S00656;76.3;rojo;1;458.0;3.1;sana;38.6;3;12.9;8.1;0;8.5;0;Buena
S00657;133.6;negro;1;489.0;3.0;sana;38.5;7;14.2;4.9;0;6.9;1;Regular
S00658;116.3;rojo;1;485.3;3.7;sana;32.6;6;13.6;0.4;0;8.6;0;Buena
S00659;55.5;rojo;1;447.6;3.1;sana;35.3;1;12.8;11.8;0;8.3;0;Buena
S00660;146.5;atigrado;1;461.7;2.4;sana;33.4;9;16.1;4.4;1;5.7;1;Mala
S00661;66.8;rojo;0;481.0;3.8;sana;31.2;2;12.5;11.0;0;8.3;0;Buena
S00662;53.7;pardo;0;457.1;3.4;sana;27.9;2;12.4;8.9;0;9.8;0;Excelente
S00663;71.8;amarillo;0;437.9;2.9;sana;27.5;3;14.1;8.1;0;6.1;0;Regular
S00664;161.3;rojo;1;509.9;3.3;sana;24.7;11;15.0;0.3;1;7.3;1;Regular
S00665;36.7;negro;1;412.9;2.9;enferma;24.6;1;13.7;11.4;0;7.4;0;Buena
S00666;89.3;amarillo;0;471.2;3.4;sana;24.8;5;11.0;9.3;0;8.1;0;Buena
S00667;163.1;amarillo;0;435.8;1.6;nuche;35.6;10;18.9;0.1;1;4.0;1;Mala
S00668;42.6;amarillo;0;424.8;2.4;sana;35.0;1;11.0;1.3;0;8.5;0;Excelente
S00669;166.9;jaspeado;0;510.4;3.4;sana;32.3;11;13.1;6.3;0;8.7;0;Buena
S00670;90.4;pardo;1;451.1;3.2;sana;37.7;4;14.8;5.7;1;7.1;0;Regular
S00671;153.3;negro;0;442.1;2.7;nuche;35.3;9;16.9;6.5;0;6.3;1;Regular
S00672;97.6;amarillo;0;473.1;2.8;sana;39.2;4;15.4;2.9;1;6.0;1;Mala
S00673;76.9;crema;1;462.5;3.5;sana;26.4;3;13.4;8.7;0;7.6;0;Buena
S00674;98.0;blanco;0;466.5;3.3;sana;30.9;5;13.6;0.5;0;8.3;0;Buena
S00675;70.9;blanco;0;460.2;3.6;sana;25.6;3;12.3;4.3;0;9.1;0;Buena
S00676;50.5;negro;0;455.9;3.5;sana;28.9;1;12.0;10.8;0;8.3;0;Buena
S00677;87.4;rojo;1;475.9;3.1;sana;34.9;4;14.1;3.5;0;7.7;0;Regular
S00678;188.5;pardo;0;486.9;2.8;sana;26.3;13;14.1;14.0;0;7.4;1;Regular
S00679;38.1;rojo;0;450.7;2.7;nuche;36.4;1;13.5;9.8;0;7.1;0;Buena
S00680;137.5;amarillo;0;495.9;2.9;sana;35.9;7;14.1;9.0;0;6.5;0;Regular
S00681;174.5;negro;0;514.3;3.6;sana;28.2;11;13.5;4.2;0;8.5;0;Buena
S00682;130.3;negro;0;464.2;2.6;enferma;36.7;8;14.2;2.1;0;5.8;0;Regular
S00683;82.8;rojo;0;475.1;3.5;sana;24.7;5;12.9;8.5;0;8.3;0;Buena
S00684;79.6;pardo;0;465.3;3.4;sana;26.5;5;12.6;1.0;0;8.8;0;Buena
S00685;161.0;blanco;0;455.3;2.6;enferma;25.6;11;18.2;10.5;1;4.7;1;Mala
S00686;121.4;rojo;1;455.4;2.9;sana;34.1;6;14.4;6.4;0;8.1;0;Regular
S00687;108.1;negro;0;479.9;3.7;sana;24.4;6;11.5;3.5;0;9.1;0;Buena
S00688;119.7;negro;0;465.3;2.5;sana;30.3;6;16.9;0.9;1;5.7;0;Regular
S00689;51.0;rojo;0;445.2;3.1;sana;25.0;2;11.7;1.7;0;8.1;0;Excelente
S00690;140.1;pardo;0;475.1;3.0;sana;39.8;8;13.6;7.1;0;9.0;1;Excelente
S00691;113.9;rojo;0;466.9;3.2;sana;31.7;7;13.3;5.8;0;7.7;0;Buena
S00692;39.3;amarillo;0;442.1;3.4;sana;32.2;1;10.7;6.3;0;8.5;0;Buena
S00693;159.2;negro;0;465.9;3.4;sana;28.5;11;13.3;8.7;0;8.6;0;Buena
S00694;57.5;jaspeado;0;473.5;4.1;sana;26.5;2;12.6;6.5;0;9.1;0;Buena
S00695;122.7;negro;0;471.8;3.4;sana;36.6;6;15.5;14.9;0;7.0;0;Regular
S00696;114.1;blanco;1;465.4;3.3;sana;33.4;6;13.5;3.1;0;7.5;0;Buena
S00697;85.8;rojo;0;431.9;2.2;nuche;36.7;4;15.0;13.8;0;5.8;1;Regular
S00698;151.5;negro;0;465.4;3.2;sana;24.5;10;15.7;3.1;1;7.1;1;Regular
S00699;150.3;negro;0;492.0;3.5;sana;25.4;10;13.7;0.1;0;7.5;0;Buena
S00700;88.5;blanco;0;470.0;3.0;sana;32.5;5;13.0;11.7;0;6.9;0;Buena
S00701;132.3;pardo;0;478.7;3.3;sana;32.3;8;14.6;13.5;0;8.1;1;Regular
S00702;170.2;atigrado;1;463.6;3.2;sana;37.7;10;14.2;1.6;0;7.3;1;Regular
S00703;40.6;rojo;1;431.8;2.6;sana;36.2;1;11.4;10.0;0;7.7;0;Buena
S00704;175.3;blanco;0;489.1;3.1;sana;39.7;10;14.5;13.7;0;7.2;1;Regular
S00705;114.2;blanco;0;466.6;3.4;sana;37.6;5;17.9;15.4;1;6.4;0;Regular
S00706;44.0;blanco;0;433.2;2.8;sana;30.8;2;13.7;2.7;0;7.7;0;Buena
S00707;126.6;rojo;0;451.8;2.6;nuche;36.7;6;17.9;1.4;0;6.2;1;Regular
S00708;89.8;blanco;1;467.4;3.5;sana;33.7;4;13.6;6.7;0;7.7;0;Buena
S00709;69.9;blanco;0;485.5;3.9;sana;28.7;3;12.1;0.7;0;8.1;0;Buena
S00710;79.1;rojo;1;424.3;2.7;enferma;27.7;3;16.5;11.5;1;4.6;1;Mala
S00711;112.8;amarillo;1;475.5;3.1;sana;37.2;6;12.3;4.7;0;8.0;0;Buena
S00712;102.4;amarillo;0;438.3;2.7;sana;29.6;6;14.5;11.7;0;6.1;0;Regular
S00713;163.7;negro;0;479.1;3.5;sana;35.8;10;15.6;14.6;1;7.5;1;Regular
S00714;115.9;amarillo;0;438.3;2.0;sana;38.8;6;16.7;9.1;1;5.6;1;Mala
S00715;91.7;blanco;0;458.8;3.6;sana;33.7;5;12.2;5.6;0;8.6;0;Buena
S00716;110.0;pardo;1;471.5;3.5;sana;39.0;6;13.0;10.0;0;9.4;0;Buena
S00717;133.1;amarillo;0;490.2;3.0;sana;25.8;9;13.9;10.0;0;8.2;0;Buena
S00718;75.6;blanco;0;460.4;3.6;sana;35.5;3;13.5;3.2;0;8.9;0;Buena
S00719;100.1;blanco;0;471.3;3.7;sana;29.2;5;11.8;11.5;0;8.2;1;Buena
S00720;179.3;crema;1;499.1;3.4;sana;36.9;10;13.6;2.9;0;8.0;0;Buena
S00721;94.7;atigrado;1;472.0;3.2;sana;39.0;5;11.6;8.5;0;7.4;1;Buena
S00722;108.7;negro;0;486.0;4.0;sana;37.4;6;13.1;6.0;0;8.4;0;Buena
S00723;148.9;jaspeado;0;485.4;3.2;sana;32.1;8;13.4;7.6;0;7.7;0;Buena
S00724;155.6;rojo;0;473.2;3.3;sana;28.2;10;14.7;8.5;0;6.4;0;Regular
S00725;171.0;amarillo;1;496.6;3.2;sana;32.9;10;14.7;10.1;0;7.1;0;Regular
S00726;177.5;crema;0;493.8;2.4;sana;32.9;11;18.8;18.7;1;5.7;1;Mala
S00727;105.1;rojo;0;490.9;3.7;sana;28.6;5;16.5;1.4;1;7.0;0;Regular
S00728;136.0;rojo;0;491.7;3.5;sana;33.4;7;16.3;9.5;1;6.8;1;Regular
S00729;85.1;rojo;1;456.7;3.1;sana;35.8;3;11.8;1.2;0;9.1;0;Excelente
S00730;103.6;jaspeado;0;434.1;2.4;nuche;39.8;4;15.7;13.2;0;5.6;0;Regular
S00731;183.8;negro;0;479.9;2.6;sana;37.3;12;18.2;15.1;1;5.9;1;Mala
S00732;166.1;negro;0;491.4;3.4;sana;37.8;9;15.4;12.2;0;6.7;1;Regular
S00733;78.5;blanco;0;478.5;3.7;sana;35.3;3;10.6;3.4;0;7.7;0;Buena
S00734;41.5;blanco;1;452.1;3.6;sana;30.0;1;11.6;8.5;0;8.7;0;Buena
S00735;182.4;pardo;0;483.1;3.1;sana;25.1;12;17.4;10.2;1;5.6;1;Mala
S00736;63.7;rojo;1;474.0;3.5;sana;31.8;2;11.7;1.3;0;8.5;0;Excelente
S00737;185.3;rojo;0;469.7;2.6;sana;31.4;11;17.0;13.7;1;6.6;1;Regular
S00738;80.8;negro;0;477.8;3.7;sana;25.0;4;12.0;4.8;0;8.2;0;Buena
S00739;88.3;pardo;0;450.6;2.8;sana;33.2;5;10.7;3.5;0;7.5;0;Buena
S00740;159.6;amarillo;0;432.7;2.5;nuche;36.3;9;15.8;2.5;0;5.6;1;Regular
S00741;159.4;crema;0;485.2;2.9;sana;35.7;9;19.3;9.4;1;6.3;1;Mala
S00742;155.0;rojo;1;470.2;2.5;sana;36.5;9;16.7;12.1;1;4.9;1;Mala
S00743;163.9;blanco;1;497.5;3.7;sana;36.7;10;13.9;0.3;0;8.8;1;Buena
S00744;137.0;negro;0;459.7;2.9;sana;39.5;7;15.1;0.3;0;6.8;0;Regular
S00745;120.2;amarillo;1;445.2;2.4;enferma;30.4;7;14.3;11.6;0;5.7;1;Regular
S00746;169.2;negro;1;487.7;3.3;sana;33.9;10;13.8;3.5;0;8.6;1;Buena
S00747;85.5;negro;0;458.8;3.3;sana;35.0;3;12.2;3.9;0;7.4;0;Buena
S00748;188.9;amarillo;1;476.8;2.6;sana;30.0;12;17.2;0.7;1;5.8;1;Mala
S00749;111.0;blanco;0;450.6;2.9;sana;28.7;6;14.5;8.9;0;7.4;1;Regular
S00750;116.6;rojo;0;472.1;2.8;sana;32.3;7;15.1;12.9;0;7.3;0;Regular
S00751;37.5;rojo;1;427.9;2.8;sana;39.6;1;11.0;0.7;0;8.6;0;Excelente
S00752;122.1;rojo;0;440.1;2.4;nuche;28.4;7;15.0;6.0;0;6.5;0;Regular
S00753;47.9;amarillo;0;436.9;3.1;sana;28.2;2;10.1;7.8;0;7.6;0;Buena
S00754;170.2;blanco;0;479.9;2.6;sana;36.5;10;17.3;5.6;1;5.5;1;Mala
S00755;103.7;blanco;0;453.3;3.7;sana;25.9;5;12.3;6.4;0;8.2;0;Buena
S00756;183.1;cafe;0;479.7;2.6;sana;37.4;11;15.1;6.6;0;6.7;1;Regular
S00757;107.8;blanco;0;461.0;3.5;sana;33.0;5;12.9;0.1;0;8.5;1;Buena
S00758;83.8;amarillo;0;437.2;3.2;sana;38.7;3;15.4;3.9;1;5.0;0;Mala
S00759;168.9;crema;0;479.6;2.5;sana;31.8;10;14.5;0.4;0;6.2;0;Regular
S00760;170.1;amarillo;0;517.1;3.4;sana;24.9;11;17.7;10.9;1;7.4;0;Regular
S00761;84.7;blanco;0;475.3;3.6;sana;39.1;3;11.5;0.7;0;8.6;0;Excelente
S00762;48.9;negro;1;443.5;3.4;sana;32.1;2;11.7;4.1;0;8.8;0;Buena
S00763;123.2;negro;1;465.6;3.0;sana;35.7;7;15.0;3.3;0;7.1;0;Regular
S00764;74.0;pardo;0;424.9;2.4;nuche;27.1;3;19.0;6.0;1;5.2;1;Mala
S00765;63.3;rojo;0;472.5;3.1;sana;31.8;2;11.7;9.7;0;8.2;0;Buena
S00766;118.8;rojo;0;485.0;3.0;sana;37.0;6;13.2;10.5;0;8.4;0;Buena
S00767;108.0;amarillo;1;467.5;3.4;sana;27.0;7;11.9;0.4;0;8.3;0;Excelente
S00768;37.2;negro;0;428.0;2.8;sana;25.6;1;10.8;6.4;0;4.9;1;Mala
S00769;73.5;blanco;0;469.6;4.2;sana;30.4;4;12.3;1.3;0;9.1;0;Buena
S00770;127.3;amarillo;1;471.5;3.0;sana;33.5;7;14.8;9.8;0;6.7;1;Regular
S00771;158.1;amarillo;0;482.4;3.1;sana;31.4;9;17.3;7.6;1;5.7;1;Mala
S00772;155.4;amarillo;1;476.8;3.2;sana;32.8;9;15.8;14.5;1;7.4;0;Regular
S00773;97.6;rojo;0;483.4;3.8;sana;38.0;4;12.4;0.3;0;8.3;0;Buena
S00774;91.8;negro;1;461.3;3.4;sana;30.4;5;12.3;1.1;0;8.4;0;Buena
S00775;83.9;blanco;0;462.3;3.4;sana;39.3;4;12.1;4.2;0;7.3;0;Buena
S00776;160.3;amarillo;1;484.0;3.1;sana;35.0;10;13.5;5.7;0;7.6;0;Buena
S00777;175.9;negro;0;527.7;3.5;sana;37.5;10;17.8;1.4;1;7.4;0;Regular
S00778;75.7;negro;0;397.2;1.9;nuche;31.0;3;18.3;6.8;1;4.8;1;Mala
S00779;39.6;rojo;0;464.2;3.8;sana;31.1;1;12.8;5.1;0;9.2;0;Buena
S00780;58.3;negro;0;454.5;2.9;sana;31.3;2;14.0;8.0;0;7.8;1;Buena
S00781;129.8;blanco;0;475.4;3.2;sana;32.2;7;13.1;2.4;0;7.0;0;Buena
S00782;48.2;crema;0;435.4;3.0;sana;33.1;1;10.3;0.5;0;8.5;0;Excelente
S00783;78.3;blanco;1;456.9;3.4;sana;24.7;4;12.3;9.6;0;7.8;0;Buena
S00784;157.7;blanco;1;466.6;2.9;sana;35.3;10;13.7;5.8;0;7.3;0;Buena
S00785;121.9;rojo;0;469.2;3.4;sana;26.4;7;12.7;5.1;0;7.5;0;Buena
S00786;110.9;atigrado;1;464.8;3.5;sana;32.5;6;12.1;7.1;0;7.7;0;Buena
S00787;153.8;blanco;0;503.2;4.0;sana;39.8;8;12.7;5.0;0;9.0;1;Buena
S00788;169.2;blanco;0;441.7;2.0;enferma;32.8;10;20.1;13.3;1;3.7;1;Mala
S00789;113.4;negro;1;490.9;3.7;sana;36.1;6;14.4;0.0;0;6.6;0;Regular
S00790;141.2;amarillo;0;486.5;3.6;sana;30.7;9;16.3;9.3;1;7.5;0;Regular
S00791;61.6;blanco;0;416.2;3.1;enferma;24.4;2;13.8;12.6;0;7.5;1;Buena
S00792;108.7;blanco;1;481.0;3.5;sana;25.0;7;11.2;2.7;0;8.8;0;Buena
S00793;159.8;pardo;0;422.6;1.7;nuche;27.9;10;19.0;8.9;1;4.9;1;Mala
S00794;172.0;negro;0;485.7;3.0;sana;39.8;10;14.8;12.3;0;6.7;1;Regular
S00795;178.8;blanco;0;487.1;3.1;sana;25.7;11;13.0;4.8;0;7.6;1;Buena
S00796;110.3;rojo;0;458.0;3.1;sana;31.3;6;13.2;4.4;0;8.0;0;Buena
S00797;41.5;amarillo;0;456.2;3.9;sana;38.1;1;11.1;3.4;0;7.7;0;Buena
S00798;160.0;amarillo;0;483.1;3.1;sana;28.1;11;13.1;9.4;0;5.0;1;Regular
S00799;131.2;rojo;0;479.1;2.8;sana;37.6;7;14.5;7.6;0;7.9;1;Regular
S00800;181.8;rojo;0;506.5;2.9;sana;28.5;11;14.1;12.9;0;6.2;0;Regular
S00801;156.6;negro;1;509.6;3.3;sana;34.6;9;16.7;12.4;1;6.0;1;Regular
S00802;123.3;rojo;1;464.2;3.0;sana;35.0;6;13.4;8.2;0;7.7;0;Buena
S00803;163.9;amarillo;0;480.6;3.2;sana;25.0;11;12.8;10.0;0;8.8;1;Buena
S00804;53.9;amarillo;1;448.4;3.1;sana;27.4;2;10.2;9.0;0;7.5;0;Buena
S00805;130.6;negro;1;474.0;3.1;sana;33.6;7;15.1;13.1;1;7.5;0;Regular
S00806;83.6;negro;0;422.3;2.6;nuche;31.8;3;14.8;6.4;0;7.2;1;Regular
S00807;134.2;negro;1;478.5;3.8;sana;36.2;8;13.0;3.9;0;8.0;0;Buena
S00808;60.1;blanco;0;450.2;3.3;sana;33.8;3;13.3;10.4;0;9.5;0;Buena
S00809;167.9;rojo;1;471.9;3.6;sana;29.7;10;13.5;10.3;0;9.2;0;Buena
